,Reason,External Doc No.,Posting Date,Doc Type,Customer No.,Amount,UserID,Open,Ali_Amount,Ali_Type
1075,Empty,1202290985282191226	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1076,Empty,1202298653109438228	,2020-09-09,Invoice,SUD0128,301.22,,False,,
1077,Empty,1202299120360961100	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1078,Empty,1202300923810986620	,2020-09-09,Invoice,SUD0128,1642.11,,False,,
1079,Empty,1202301564877301703	,2020-09-18,Invoice,SUD0128,305.15,,False,,
1080,Empty,1202305673340780205	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1081,Empty,1202308624412271222	,2020-09-09,Invoice,SUD0128,641.39,,False,,
1082,Empty,1202315460802808304	,2020-09-18,Invoice,SUD0128,839.21,,False,,
1083,Empty,1202319785986462202	,2020-09-09,Invoice,SUD0128,740.52,,False,,
1084,Empty,1202324141005636628	,2020-09-09,Invoice,SUD0128,339.96,,False,,
1085,Empty,1202326194938935330	,2020-09-09,Invoice,SUD0128,816.33,,False,,
1086,Empty,1202336203657527429	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1087,PriceError,1202344225849167809	,2020-09-18,Invoice,SUD0127,599.84,,False,513.1,Counted Price
1088,Empty,1202351323117936117	,2020-09-09,Invoice,SUD0128,144.18,,False,,
1089,Empty,1202352834289734420	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1090,Empty,1202355109020373231	,2020-08-25,Invoice,SUD0128,359.0,,False,,
1091,Empty,1202355324214753211	,2020-08-25,Invoice,SUD0128,1019.0,,False,,
1092,Empty,1202357154383457829	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1093,Empty,1202361690354021009	,2020-09-09,Invoice,SUD0128,1131.15,,False,,
1094,Empty,1202362841190219023	,2020-09-09,Invoice,SUD0128,766.56,,False,,
1095,Empty,1202376413409002927	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1096,Empty,1202384692848458927	,2020-09-09,Invoice,SUD0128,348.39,,False,,
1097,Empty,1202385312992752543	,2020-08-25,Invoice,SUD0128,359.0,,False,,
1098,Empty,1202385954260206819	,2020-09-09,Invoice,SUD0128,525.72,,False,,
1099,Empty,1202387652518360244	,2020-08-25,Invoice,SUD0128,0.0,,False,,
1100,Empty,1202387907730403257	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1101,Empty,1202392686443363922	,2020-09-09,Invoice,SUD0128,1030.0,,False,,
1102,Empty,1202402486591864450	,2020-08-25,Invoice,SUD0128,789.5,,False,,
1103,Empty,1202404934671113174	,2020-08-25,Invoice,SUD0128,279.0,,False,,
1104,Empty,1202407446671558424	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1105,Empty,1202416707367093552	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1106,Empty,1202461192224600536	,2020-09-17,Invoice,SUD0128,324.48,,False,,
1107,Empty,1202461837111262808	,2020-09-19,Invoice,SUD0128,675.63,,False,,
1108,PriceError,1202484121286831112	,2020-09-19,Invoice,SUD0127,365.3,,False,265.3,Counted Price
1109,Empty,1202509117958595842	,2020-08-25,Invoice,SUD0128,309.0,,False,,
1110,Empty,1202515776367880216	,2020-08-25,Invoice,SUD0128,0.0,,False,,
1111,PriceError,1202530633772567511	,2020-09-19,Invoice,SUD0127,459.3,,False,449.3,Counted Price
1112,Empty,1202531802818812989	,2020-08-29,Invoice,SUD0128,849.5,,False,,
1113,Empty,1202535999104554210	,2020-09-19,Invoice,SUD0128,1790.0,,False,,
1114,Empty,1202564376927128615	,2020-08-25,Invoice,SUD0128,649.5,,False,,
1115,Empty,1202568840988399052	,2020-08-25,Invoice,SUD0128,789.5,,False,,
1116,Empty,1202572945744035249	,2020-08-25,Invoice,SUD0128,1590.0,,False,,
1117,Empty,1202619360461543090	,2020-09-01,Invoice,SUD0128,360.0,,False,,
1118,Empty,1202626848192605595	,2020-09-11,Invoice,SUD0128,702.05,,False,,
1119,Empty,1202665350319676744	,2020-09-22,Invoice,SUD0128,328.3,,False,,
1120,Empty,1202667626478557928	,2020-08-25,Invoice,SUD0128,279.0,,False,,
1121,Empty,1202668959475460878	,2020-08-25,Invoice,SUD0128,256.5,,False,,
1122,Empty,1202689332919228167	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1123,Empty,1202707576957331943	,2020-09-22,Invoice,SUD0128,190.97,,False,,
1124,Empty,1202744088584534539	,2020-08-25,Invoice,SUD0128,789.5,,False,,
1125,Empty,1202756619194365802	,2020-08-25,Invoice,SUD0128,709.0,,False,,
1126,Empty,1202902167697226834	,2020-08-25,Invoice,SUD0128,270.1,,False,,
1127,Empty,1202984029038944523	,2020-08-25,Invoice,SUD0128,359.0,,False,,
1128,Empty,1203010851068557870	,2020-08-25,Invoice,SUD0128,490.0,,False,,
1129,Empty,1203014497885571593	,2020-08-31,Invoice,SUD0128,1219.0,,False,,
1130,Empty,1203028489116155841	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1131,PriceError,1203032622194874935	,2020-09-26,Invoice,SUD0127,592.93,,False,572.93,Counted Price
1132,Empty,1203033205819002289	,2020-08-25,Invoice,SUD0128,234.5,,False,,
1133,Empty,1203034764663030193	,2020-09-03,Invoice,SUD0128,709.0,,False,,
1134,Empty,1203045553602691149	,2020-08-25,Invoice,SUD0128,649.5,,False,,
1135,Empty,1203063805167295958	,2020-08-25,Invoice,SUD0128,979.0,,False,,
1136,PriceError,1203068730036777449	,2020-09-26,Invoice,SUD0127,623.42,,False,517.42,Counted Price
1137,Empty,1203083558893192401	,2020-09-21,Invoice,SUD0128,734.5,,False,,
1138,Empty,1203086581633404104	,2020-09-21,Invoice,SUD0128,615.75,,False,,
1139,PriceError,1203092952288992706	,2020-09-21,Invoice,SUD0127,585.1,,False,575.1,Counted Price
1140,Empty,1203097813364242402	,2020-09-21,Invoice,SUD0128,984.2,,False,,
1141,Empty,1203099121923325653	,2020-08-25,Invoice,SUD0128,350.1,,False,,
1142,Empty,1203102109150429857	,2020-08-25,Invoice,SUD0128,645.0,,False,,
1143,Empty,1203105519310824010	,2020-09-21,Invoice,SUD0128,0.0,,False,,
1144,Empty,1203106238288824010	,2020-09-21,Invoice,SUD0128,0.0,,False,,
1145,Empty,1203107136302824010	,2020-09-21,Invoice,SUD0128,0.0,,False,,
1146,Empty,1203109226384693107	,2020-09-21,Invoice,SUD0128,680.0,,False,,
1147,Empty,1203110091596660002	,2020-09-21,Invoice,SUD0128,849.73,,False,,
1148,Empty,1203110919028602200	,2020-09-21,Invoice,SUD0128,674.55,,False,,
1149,Empty,1203111781758824010	,2020-09-21,Invoice,SUD0128,0.0,,False,,
1150,Empty,1203114087673508703	,2020-09-21,Invoice,SUD0128,422.3,,False,,
1151,Empty,1203117445346841145	,2020-08-25,Invoice,SUD0128,839.0,,False,,
1152,Empty,1203120530670101709	,2020-09-21,Invoice,SUD0128,904.42,,False,,
1153,Empty,1203120864256897841	,2020-08-25,Invoice,SUD0128,349.0,,False,,
1154,Empty,1203121935476768008	,2020-09-21,Invoice,SUD0128,190.43,,False,,
1155,Empty,1203167619152378511	,2020-09-21,Invoice,SUD0128,0.0,,False,,
1156,Empty,1203175308634815587	,2020-09-04,Invoice,SUD0128,0.0,,False,,
1157,Empty,1203190357541718593	,2020-09-01,Invoice,SUD0128,234.5,,False,,
1158,PriceError,1203190513030471809	,2020-09-21,Invoice,SUD0127,434.03,,False,424.03,Counted Price
1159,Empty,1203190742704583282	,2020-08-25,Invoice,SUD0128,729.0,,False,,
1160,Empty,1203232334549333493	,2020-09-01,Invoice,SUD0128,2190.0,,False,,
1161,Empty,1203242583415590424	,2020-08-25,Invoice,SUD0128,320.1,,False,,
1162,Empty,1203254955151599019	,2020-09-22,Invoice,SUD0128,821.17,,False,,
1163,Empty,1203335570580836440	,2020-08-25,Invoice,SUD0128,898.0,,False,,
1164,Empty,1203358023276888312	,2020-09-22,Invoice,SUD0128,318.65,,False,,
1165,Empty,1203361159770006342	,2020-10-11,Invoice,SUD0128,754.5,,False,,
1166,Empty,1203368007478219745	,2020-08-25,Invoice,SUD0128,149.0,,False,,
1167,Empty,1203376440137872598	,2020-09-04,Invoice,SUD0128,676.62,,False,,
1168,Empty,1203379230555924942	,2020-10-11,Invoice,SUD0128,643.97,,False,,
1169,Empty,1203385405592460899	,2020-09-01,Invoice,SUD0128,1139.0,,False,,
1170,PriceError,1203386428851078425	,2020-10-11,Invoice,SUD0127,550.3,,False,540.3,Counted Price
1171,Empty,1203420207955566669	,2020-08-25,Invoice,SUD0128,199.0,,False,,
1172,PriceError,1203422391728585409	,2020-09-22,Invoice,SUD0127,648.59,,False,628.59,Counted Price
1173,Empty,1203423480977733219	,2020-08-25,Invoice,SUD0128,729.0,,False,,
1174,Empty,1203449185133332070	,2020-08-25,Invoice,SUD0128,2440.0,,False,,
1175,Empty,1203460310675601038	,2020-08-26,Invoice,SUD0128,329.0,,False,,
1176,Empty,1203460909700636410	,2020-09-22,Invoice,SUD0128,1370.34,,False,,
1177,Empty,1203473665604780206	,2020-08-25,Invoice,SUD0128,0.0,,False,,
1178,Empty,1203494127926502999	,2020-09-01,Invoice,SUD0128,640.0,,False,,
1179,Empty,1203570288171522963	,2020-08-25,Invoice,SUD0128,729.0,,False,,
1180,Empty,1203592610007654636	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1181,Empty,1203617220785085701	,2020-09-22,Invoice,SUD0128,0.0,,False,,
1182,Empty,1203621686178085701	,2020-09-22,Invoice,SUD0128,580.3,,False,,
1183,Empty,1203635847711535142	,2020-08-25,Invoice,SUD0128,270.1,,False,,
1184,Empty,1203651996752000702	,2020-09-23,Invoice,SUD0128,829.47,,False,,
1185,Empty,1203662343827771215	,2020-08-25,Invoice,SUD0128,663.1,,False,,
1186,PriceError,1203670827424798907	,2020-09-23,Invoice,SUD0127,638.37,,False,628.37,Counted Price
1187,Empty,1203671844306355837	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1188,Empty,1203683343462028491	,2020-09-02,Invoice,SUD0128,1090.0,,False,,
1189,PriceError,1203689076316495305	,2020-09-23,Invoice,SUD0127,530.75,,False,520.75,Counted Price
1190,Empty,1203703262337233208	,2020-09-23,Invoice,SUD0128,698.33,,False,,
1191,Empty,1203722115615989694	,2020-09-11,Invoice,SUD0128,0.0,,False,,
1192,Empty,1203722679448859281	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1193,Empty,1203723159784729791	,2020-09-02,Invoice,SUD0128,839.0,,False,,
1194,Empty,1203723578617539129	,2020-08-25,Invoice,SUD0128,694.5,,False,,
1195,PriceError,1203770547367274201	,2020-09-23,Invoice,SUD0127,563.3,,False,553.3,Counted Price
1196,Empty,1203835527851420911	,2020-09-23,Invoice,SUD0128,653.43,,False,,
1197,Empty,1203841574707370806	,2020-09-23,Invoice,SUD0128,1149.99,,False,,
1198,Empty,1203843926730532053	,2020-08-25,Invoice,SUD0128,445.0,,False,,
1199,Empty,1203851378165547527	,2020-08-25,Invoice,SUD0128,1610.0,,False,,
1200,Empty,1203862058403773704	,2020-09-23,Invoice,SUD0128,334.96,,False,,
1201,Empty,1203883358013340797	,2020-09-03,Invoice,SUD0128,0.0,,False,,
1202,Empty,1203986259477270300	,2020-09-24,Invoice,SUD0128,0.0,,False,,
1203,Empty,1204031197851660203	,2020-08-25,Invoice,SUD0128,649.5,,False,,
1204,Empty,1204031911660731031	,2020-11-02,Invoice,SUD0128,670.0,,False,,
1205,Empty,1204038926188634006	,2020-09-24,Invoice,SUD0128,199.0,,False,,
1206,Empty,1204054707619927352	,2020-08-25,Invoice,SUD0128,0.0,,False,,
1207,Empty,1204070366669717245	,2020-08-25,Invoice,SUD0128,309.0,,False,,
1208,Empty,1204076233339650049	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1209,Empty,1204078855375438651	,2020-11-01,Invoice,SUD0128,620.0,,False,,
1210,Empty,1204101319986009033	,2020-11-02,Invoice,SUD0128,670.0,,False,,
1211,Empty,1204105565254612838	,2020-11-01,Invoice,SUD0128,416.65,,False,,
1212,Empty,1204110857138778552	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1213,Empty,1204111622557210548	,2020-08-25,Invoice,SUD0128,789.5,,False,,
1214,Empty,1204113852871264110	,2020-08-26,Invoice,SUD0128,771.0,,False,,
1215,Empty,1204115271788034798	,2020-09-03,Invoice,SUD0128,645.0,,False,,
1216,Empty,1204118115522142498	,2020-09-03,Invoice,SUD0128,279.0,,False,,
1217,Empty,1204123097590395846	,2020-11-01,Invoice,SUD0128,178.74,,False,,
1218,Empty,1204162250312216798	,2020-09-04,Invoice,SUD0128,839.45,,False,,
1219,Empty,1204227122475895288	,2020-09-05,Invoice,SUD0128,328.83,,False,,
1220,Empty,1204231826514771552	,2020-08-25,Invoice,SUD0128,789.5,,False,,
1221,Empty,1204249752233159430	,2020-08-26,Invoice,SUD0128,749.0,,False,,
1222,Empty,1204253929983462512	,2020-08-25,Invoice,SUD0128,1630.0,,False,,
1223,Empty,1204266199704345237	,2020-11-04,Invoice,SUD0128,604.34,,False,,
1224,PriceError,1204274330110194104	,2020-09-25,Invoice,SUD0127,649.0,,False,639.0,Counted Price
1225,Empty,1204279813994384475	,2020-08-25,Invoice,SUD0128,270.1,,False,,
1226,Empty,1204284649521650393	,2020-09-05,Invoice,SUD0128,792.53,,False,,
1227,Empty,1204288411600690153	,2020-11-01,Invoice,SUD0128,843.27,,False,,
1228,PriceError,1204289561698065351	,2020-11-01,Invoice,SUD0127,339.0,,False,294.8,Counted Price
1229,PriceError,1204339637388570029	,2020-11-01,Invoice,SUD0127,389.0,,False,379.0,Counted Price
1230,Empty,1204394042250018236	,2020-08-25,Invoice,SUD0128,585.0,,False,,
1231,Empty,1204408332653540026	,2020-08-27,Invoice,SUD0128,865.15,,False,,
1232,Empty,1204411827891667210	,2020-08-25,Invoice,SUD0128,364.5,,False,,
1233,PriceError,1204428773041997729	,2020-11-01,Invoice,SUD0127,418.54,,False,392.93,Counted Price
1234,Empty,1204431876372088111	,2020-08-26,Invoice,SUD0128,229.0,,False,,
1235,Empty,1204468812986679440	,2020-08-26,Invoice,SUD0128,585.0,,False,,
1236,Empty,1204490198095467129	,2020-08-25,Invoice,SUD0128,779.0,,False,,
1237,Empty,1204512603381613496	,2020-09-05,Invoice,SUD0128,173.63,,False,,
1238,PriceError,1204520896287936427	,2020-11-01,Invoice,SUD0127,848.87,,False,843.81,Counted Price
1239,Empty,1204555214955598345	,2020-08-26,Invoice,SUD0128,1259.0,,False,,
1240,Empty,1204570829071577728	,2020-11-01,Invoice,SUD0128,1338.88,,False,,
1241,Empty,1204574762767615179	,2020-08-26,Invoice,SUD0128,199.0,,False,,
1242,Empty,1204577066929804251	,2020-08-26,Invoice,SUD0128,585.0,,False,,
1243,Empty,1204597885423323389	,2020-09-06,Invoice,SUD0128,450.8,,False,,
1244,PriceError,1204602291322818409	,2020-09-26,Invoice,SUD0127,548.45,,False,538.45,Counted Price
1245,Empty,1204613677064322412	,2020-08-26,Invoice,SUD0128,309.0,,False,,
1246,Empty,1204614139235932246	,2020-11-01,Invoice,SUD0128,516.41,,False,,
1247,PriceError,1204639729714546321	,2020-09-26,Invoice,SUD0127,484.8,,False,394.6,Counted Price
1248,Empty,1204679127460293338	,2020-08-25,Invoice,SUD0128,0.0,,False,,
1249,Empty,1204692949789179914	,2020-08-26,Invoice,SUD0128,1259.0,,False,,
1250,Empty,1204705289003874227	,2020-11-01,Invoice,SUD0128,665.64,,False,,
1251,Empty,1204706767620176030	,2020-11-01,Invoice,SUD0128,457.61,,False,,
1252,Empty,1204718980044032790	,2020-09-09,Invoice,SUD0128,915.22,,False,,
1253,Empty,1204727797164603807	,2020-08-26,Invoice,SUD0128,0.0,,False,,
1254,Empty,1204729850445038734	,2020-08-26,Invoice,SUD0128,585.0,,False,,
1255,Empty,1204730669820242441	,2020-11-01,Invoice,SUD0128,160.49,,False,,
1256,Empty,1204731364240344775	,2020-09-09,Invoice,SUD0128,712.04,,False,,
1257,Empty,1204743784507603593	,2020-09-09,Invoice,SUD0128,0.0,,False,,
1258,Empty,1204745112805141059	,2020-08-26,Invoice,SUD0128,585.0,,False,,
1259,Empty,1204748353802316522	,2020-08-26,Invoice,SUD0128,0.0,,False,,
1260,Empty,1204767040074124486	,2020-09-09,Invoice,SUD0128,1359.84,,False,,
1261,PriceError,1204792320458850996	,2020-09-09,Invoice,SUD0127,294.72,,False,284.72,Counted Price
1262,PriceError,1204796548910891829	,2020-11-01,Invoice,SUD0127,427.43,,False,217.11,Counted Price
1263,Empty,1204806235137281128	,2020-11-01,Invoice,SUD0128,411.91,,False,,
1264,Empty,1204834243086773228	,2020-11-01,Invoice,SUD0128,545.0,,False,,
1265,Empty,1204846915845944930	,2020-11-02,Invoice,SUD0128,651.83,,False,,
1266,Empty,1204847139264769840	,2020-08-26,Invoice,SUD0128,865.1,,False,,
1267,Empty,1204853069092520634	,2020-11-02,Invoice,SUD0128,670.0,,False,,
1268,Empty,1204859127980406949	,2020-08-26,Invoice,SUD0128,585.0,,False,,
1269,Empty,1204860559765905929	,2020-11-01,Invoice,SUD0128,911.0,,False,,
1270,Empty,1204867154760188622	,2020-08-26,Invoice,SUD0128,154.5,,False,,
1271,Empty,1204887676009077186	,2020-09-09,Invoice,SUD0128,102.06,,False,,
1272,Empty,1204908907596963941	,2020-11-01,Invoice,SUD0128,809.36,,False,,
1273,Empty,1204909735587468538	,2020-11-01,Invoice,SUD0128,622.84,,False,,
1274,Empty,1204913803452905047	,2020-11-01,Invoice,SUD0128,1462.99,,False,,
1275,Empty,1204926510194275728	,2020-11-02,Invoice,SUD0128,736.91,,False,,
1276,Empty,1204930540018925228	,2020-11-02,Invoice,SUD0128,674.11,,False,,
1277,Empty,1204932811876692333	,2020-11-01,Invoice,SUD0128,692.39,,False,,
1278,Empty,1204936842424433626	,2020-11-01,Invoice,SUD0128,546.46,,False,,
1279,Empty,1204938029435364925	,2020-11-01,Invoice,SUD0128,481.11,,False,,
1280,Empty,1204941700896281128	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1281,Empty,1204946635364957948	,2020-11-01,Invoice,SUD0128,502.75,,False,,
1282,Empty,1204947372453607494	,2020-09-09,Invoice,SUD0128,748.77,,False,,
1283,Empty,1204951853174137136	,2020-11-01,Invoice,SUD0128,585.15,,False,,
1284,Empty,1204965264101621997	,2020-09-09,Invoice,SUD0128,322.08,,False,,
1285,Empty,1204968612449527290	,2020-09-09,Invoice,SUD0128,660.85,,False,,
1286,Empty,1204970719352826536	,2020-11-01,Invoice,SUD0128,545.0,,False,,
1287,Empty,1204976148428991503	,2020-09-27,Invoice,SUD0128,924.26,,False,,
1288,Empty,1204976980925907052	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1289,PriceError,1204977556814942735	,2020-11-01,Invoice,SUD0127,325.16,,False,315.16,Counted Price
1290,Empty,1204988256279878446	,2020-08-26,Invoice,SUD0128,504.5,,False,,
1291,Empty,1204988952393895287	,2020-09-09,Invoice,SUD0128,680.74,,False,,
1292,PriceError,1204989618902810825	,2020-11-01,Invoice,SUD0127,409.0,,False,398.75,Counted Price
1293,Empty,1204990572203156295	,2020-09-09,Invoice,SUD0128,1119.0,,False,,
1294,Empty,1204998972223961908	,2020-09-27,Invoice,SUD0128,320.1,,False,,
1295,Empty,1205000130295043537	,2020-11-01,Invoice,SUD0128,208.01,,False,,
1296,Empty,1205001714100958643	,2020-11-01,Invoice,SUD0128,610.0,,False,,
1297,Empty,1205002074662378848	,2020-11-01,Invoice,SUD0128,623.45,,False,,
1298,Empty,1205002792069520452	,2020-11-01,Invoice,SUD0128,545.04,,False,,
1299,Empty,1205003017239741449	,2020-08-26,Invoice,SUD0128,309.0,,False,,
1300,Empty,1205005387130164431	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1301,Empty,1205006718769869537	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1302,Empty,1205011992799659491	,2020-09-09,Invoice,SUD0128,465.14,,False,,
1303,Empty,1205014644455486047	,2020-08-26,Invoice,SUD0128,270.1,,False,,
1304,Empty,1205016924757904592	,2020-09-09,Invoice,SUD0128,676.25,,False,,
1305,Empty,1205017179147549495	,2020-09-09,Invoice,SUD0128,559.0,,False,,
1306,Empty,1205022271381695840	,2020-11-01,Invoice,SUD0128,536.92,,False,,
1307,Empty,1205030730544981732	,2020-11-01,Invoice,SUD0128,540.44,,False,,
1308,PriceError,1205057801074321929	,2020-11-01,Invoice,SUD0127,426.71,,False,385.75,Counted Price
1309,PriceError,1205059026072087327	,2020-11-01,Invoice,SUD0127,654.66,,False,634.35,Counted Price
1310,PriceError,1205063304392814601	,2020-09-27,Invoice,SUD0127,890.0,,False,830.0,Counted Price
1311,PriceError,1205068132976345339	,2020-11-01,Invoice,SUD0127,419.0,,False,355.59,Counted Price
1312,Empty,1205070403101927543	,2020-11-01,Invoice,SUD0128,650.81,,False,,
1313,Empty,1205078496513217503	,2020-09-27,Invoice,SUD0128,234.31,,False,,
1314,Empty,1205086999664008932	,2020-11-01,Invoice,SUD0128,656.62,,False,,
1315,Empty,1205087064353072007	,2020-09-27,Invoice,SUD0128,907.83,,False,,
1316,Empty,1205097331527214841	,2020-11-01,Invoice,SUD0128,558.55,,False,,
1317,Empty,1205098644532320998	,2020-09-09,Invoice,SUD0128,918.5,,False,,
1318,Empty,1205098949698796046	,2020-11-01,Invoice,SUD0128,204.4,,False,,
1319,Empty,1205099128694644050	,2020-11-01,Invoice,SUD0128,825.93,,False,,
1320,Empty,1205101793973543936	,2020-11-02,Invoice,SUD0128,651.51,,False,,
1321,Empty,1205103675533188622	,2020-08-26,Invoice,SUD0128,890.0,,False,,
1322,Empty,1205108058368279325	,2020-11-03,Invoice,SUD0128,650.14,,False,,
1323,Empty,1205109031571009838	,2020-11-01,Invoice,SUD0128,729.7,,False,,
1324,Empty,1205112916957492032	,2020-11-01,Invoice,SUD0128,547.93,,False,,
1325,Empty,1205121313296187544	,2020-08-26,Invoice,SUD0128,139.14,,False,,
1326,Empty,1205121818584540026	,2020-08-26,Invoice,SUD0128,156.4,,False,,
1327,Empty,1205136012956982492	,2020-09-10,Invoice,SUD0128,643.58,,False,,
1328,Empty,1205137574757906211	,2020-09-28,Invoice,SUD0128,849.38,,False,,
1329,Empty,1205137937211941838	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1330,Empty,1205140296793195792	,2020-09-10,Invoice,SUD0128,1068.91,,False,,
1331,Empty,1205145245150556246	,2020-11-01,Invoice,SUD0128,995.8,,False,,
1332,Empty,1205155111119941838	,2020-11-01,Invoice,SUD0128,549.37,,False,,
1333,Empty,1205158565737845946	,2020-11-02,Invoice,SUD0128,601.22,,False,,
1334,Empty,1205162668968301346	,2020-11-01,Invoice,SUD0128,652.14,,False,,
1335,PriceError,1205165334783480639	,2020-11-01,Invoice,SUD0127,446.13,,False,308.71,Counted Price
1336,Empty,1205174082999869537	,2020-11-01,Invoice,SUD0128,333.44,,False,,
1337,Empty,1205182360862578649	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1338,Empty,1205182361619212025	,2020-11-01,Invoice,SUD0128,621.77,,False,,
1339,Empty,1205185099260855938	,2020-11-01,Invoice,SUD0128,692.44,,False,,
1340,Empty,1205185171086228037	,2020-11-01,Invoice,SUD0128,679.49,,False,,
1341,Empty,1205193170375855681	,2020-08-26,Invoice,SUD0128,1390.0,,False,,
1342,Empty,1205202126313613427	,2020-11-02,Invoice,SUD0128,545.0,,False,,
1343,Empty,1205209956277411588	,2020-09-10,Invoice,SUD0128,854.8,,False,,
1344,Empty,1205218723920774336	,2020-11-01,Invoice,SUD0128,550.82,,False,,
1345,Empty,1205234808083026200	,2020-09-28,Invoice,SUD0128,0.0,,False,,
1346,Empty,1205238771453946120	,2020-09-28,Invoice,SUD0128,693.43,,False,,
1347,Empty,1205240610675560634	,2020-11-01,Invoice,SUD0128,384.01,,False,,
1348,Empty,1205243292713004598	,2020-09-10,Invoice,SUD0128,175.7,,False,,
1349,Empty,1205251500531147098	,2020-09-10,Invoice,SUD0128,632.53,,False,,
1350,Empty,1205258501499462432	,2020-11-01,Invoice,SUD0128,958.77,,False,,
1351,Empty,1205259852527308394	,2020-09-10,Invoice,SUD0128,706.63,,False,,
1352,Empty,1205263397231156639	,2020-11-01,Invoice,SUD0128,626.0,,False,,
1353,Empty,1205264773622081983	,2020-08-26,Invoice,SUD0128,789.5,,False,,
1354,Empty,1205273513278600827	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1355,Empty,1205277722036957724	,2020-09-28,Invoice,SUD0128,709.61,,False,,
1356,Empty,1205278669164088111	,2020-08-26,Invoice,SUD0128,259.0,,False,,
1357,Empty,1205280064371951243	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1358,Empty,1205281956483046993	,2020-09-10,Invoice,SUD0128,598.05,,False,,
1359,Empty,1205282306197632106	,2020-08-26,Invoice,SUD0128,789.5,,False,,
1360,Empty,1205290956472959292	,2020-09-10,Invoice,SUD0128,181.45,,False,,
1361,Empty,1205294232468637990	,2020-09-10,Invoice,SUD0128,319.88,,False,,
1362,Empty,1205303069778079849	,2020-11-01,Invoice,SUD0128,455.47,,False,,
1363,Empty,1205307133446699107	,2020-09-28,Invoice,SUD0128,350.1,,False,,
1364,Empty,1205317866752969645	,2020-11-01,Invoice,SUD0128,1072.97,,False,,
1365,Empty,1205318441799666926	,2020-11-01,Invoice,SUD0128,638.21,,False,,
1366,Empty,1205324920020674943	,2020-11-01,Invoice,SUD0128,650.08,,False,,
1367,Empty,1205325246670114532	,2020-11-01,Invoice,SUD0128,1001.57,,False,,
1368,Empty,1205328124679355449	,2020-11-01,Invoice,SUD0128,706.01,,False,,
1369,Empty,1205332986830348248	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1370,Empty,1205345730897951243	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1371,Empty,1205368447128840434	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1372,Empty,1205372838797451747	,2020-11-01,Invoice,SUD0128,545.85,,False,,
1373,PriceError,1205372982747355831	,2020-11-01,Invoice,SUD0127,0.0,,False,515.98,Counted Price
1374,Empty,1205385907525381145	,2020-11-01,Invoice,SUD0128,626.57,,False,,
1375,Empty,1205389903110285439	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1376,Empty,1205390837321900937	,2020-11-01,Invoice,SUD0128,507.0,,False,,
1377,Empty,1205395985689584429	,2020-11-01,Invoice,SUD0128,590.5,,False,,
1378,Empty,1205398072747218147	,2020-11-01,Invoice,SUD0128,541.92,,False,,
1379,Empty,1205401962717593928	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1380,Empty,1205402213310761648	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1381,Empty,1205405274738191145	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1382,Empty,1205410493433590930	,2020-11-01,Invoice,SUD0128,288.97,,False,,
1383,Empty,1205413014611862735	,2020-11-01,Invoice,SUD0128,1059.65,,False,,
1384,Empty,1205413373187457829	,2020-11-01,Invoice,SUD0128,0.0,,False,,
1385,Empty,1205415078107722579	,2020-09-09,Invoice,SUD0128,617.58,,False,,
1386,Empty,1205426778733933586	,2020-09-09,Invoice,SUD0128,659.86,,False,,
1387,Empty,1205428891146381526	,2020-11-02,Invoice,SUD0128,523.77,,False,,
1388,Empty,1205429644366467348	,2020-11-01,Invoice,SUD0128,1045.44,,False,,
1389,Empty,1205440410599004830	,2020-11-01,Invoice,SUD0128,935.9,,False,,
1390,Empty,1205441466482027583	,2020-09-09,Invoice,SUD0128,358.83,,False,,
1391,Empty,1205447100075482112	,2020-09-28,Invoice,SUD0128,0.0,,False,,
