,Reason,External Doc No.,Posting Date,Doc Type,Customer No.,Amount,UserID,Open,Ali_Amount,Ali_Type
67,Empty,1161614209493330045	,2020-08-05,Invoice,SUD0128,279.0,,False,,
68,Empty,1162906144626682978	,2020-08-07,Invoice,SUD0128,712.89,,False,,
69,Empty,1162912608843211854	,2020-08-06,Invoice,SUD0128,709.5,,False,,
70,Empty,1162973920411557134	,2020-08-07,Invoice,SUD0128,0.0,,False,,
71,Empty,1163010400420401182	,2020-08-06,Invoice,SUD0128,0.0,,False,,
72,PriceError,1163036736830365024	,2020-08-06,Invoice,SUD0127,399.0,,False,389.0,Counted Price
73,Empty,1163079104827756927	,2020-08-07,Invoice,SUD0128,709.1,,False,,
74,Empty,1163083456453034492	,2020-08-06,Invoice,SUD0128,319.0,,False,,
75,Empty,1163102016403269924	,2020-08-06,Invoice,SUD0128,0.0,,False,,
76,Empty,1163108160197226437	,2020-08-07,Invoice,SUD0128,709.5,,False,,
77,Empty,1163151072093390235	,2020-08-07,Invoice,SUD0128,0.0,,False,,
78,Empty,1163161120915603717	,2020-08-07,Invoice,SUD0128,709.5,,False,,
79,Empty,1163234912980565818	,2020-08-06,Invoice,SUD0128,714.15,,False,,
80,Empty,1163241408992080269	,2020-08-06,Invoice,SUD0128,1017.72,,False,,
81,Empty,1163241952937419961	,2020-08-07,Invoice,SUD0128,709.5,,False,,
82,Empty,1163243840116910528	,2020-08-07,Invoice,SUD0128,165.05,,False,,
83,Empty,1163246656479131253	,2020-08-07,Invoice,SUD0128,669.0,,False,,
84,Empty,1163253632862225176	,2020-08-07,Invoice,SUD0128,633.18,,False,,
85,Empty,1163267424796262179	,2020-08-07,Invoice,SUD0128,786.76,,False,,
86,Empty,1163323840221832473	,2020-08-06,Invoice,SUD0128,669.0,,False,,
87,Empty,1163375328044899973	,2020-08-06,Invoice,SUD0128,769.0,,False,,
88,Empty,1163460224289219644	,2020-08-07,Invoice,SUD0128,115.0,,False,,
89,Empty,1163509760022073921	,2020-08-06,Invoice,SUD0128,653.1,,False,,
90,Empty,1163567490589227449	,2020-08-06,Invoice,SUD0128,740.96,,False,,
91,Empty,1163570976671987187	,2020-08-06,Invoice,SUD0128,154.5,,False,,
92,Empty,1163571938591433146	,2020-08-07,Invoice,SUD0128,303.94,,False,,
93,Empty,1163625986389349537	,2020-08-07,Invoice,SUD0128,0.0,,False,,
94,Empty,1163635842473679890	,2020-08-06,Invoice,SUD0128,680.0,,False,,
95,Empty,1163642114402335963	,2020-08-07,Invoice,SUD0128,621.61,,False,,
96,Empty,1163643682890990672	,2020-08-07,Invoice,SUD0128,544.11,,False,,
97,Empty,1163644674657491243	,2020-08-06,Invoice,SUD0128,799.0,,False,,
98,Empty,1163644930489079831	,2020-08-07,Invoice,SUD0128,709.5,,False,,
99,Empty,1163646562733005881	,2020-08-07,Invoice,SUD0128,1089.0,,False,,
100,Empty,1163648000402054617	,2020-08-07,Invoice,SUD0128,721.84,,False,,
101,Empty,1163652769525494078	,2020-08-07,Invoice,SUD0128,-0.0,,False,,
102,Empty,1163653506423210083	,2020-08-07,Invoice,SUD0128,484.5,,False,,
103,Empty,1163668193176538618	,2020-08-06,Invoice,SUD0128,981.0,,False,,
104,Empty,1163671010097506112	,2020-08-07,Invoice,SUD0128,1089.46,,False,,
105,PriceError,1163671713901829815	,2020-08-07,Invoice,SUD0127,0.0,,False,515.0,Counted Price
106,Empty,1163685090287136159	,2020-08-06,Invoice,SUD0128,158.1,,False,,
107,Empty,1163693250296157339	,2020-08-06,Invoice,SUD0128,734.2,,False,,
108,Empty,1163694849494445338	,2020-08-07,Invoice,SUD0128,705.21,,False,,
109,Empty,1163698977962515813	,2020-08-07,Invoice,SUD0128,270.0,,False,,
110,Empty,1163703938656652483	,2020-08-06,Invoice,SUD0128,669.0,,False,,
111,Empty,1163704482618678611	,2020-08-07,Invoice,SUD0128,407.87,,False,,
112,Empty,1163708321290635288	,2020-08-06,Invoice,SUD0128,0.0,,False,,
113,Empty,1163713217524108880	,2020-08-06,Invoice,SUD0128,875.1,,False,,
114,Empty,1163714658610707652	,2020-08-06,Invoice,SUD0128,628.77,,False,,
115,Empty,1163714658819408442	,2020-08-07,Invoice,SUD0128,659.14,,False,,
116,Empty,1163718913161322724	,2020-08-06,Invoice,SUD0128,0.0,,False,,
117,Empty,1163723585134264407	,2020-08-06,Invoice,SUD0128,537.12,,False,,
118,Empty,1163740482155977093	,2020-08-06,Invoice,SUD0128,-0.0,,False,,
119,Empty,1163748769484233728	,2020-08-07,Invoice,SUD0128,617.72,,False,,
120,Empty,1163750848268254077	,2020-08-07,Invoice,SUD0128,0.0,,False,,
121,Empty,1163766721543724359	,2020-08-07,Invoice,SUD0128,0.0,,False,,
122,Empty,1163767905014719636	,2020-08-07,Invoice,SUD0128,581.13,,False,,
123,Empty,1163788866671512621	,2020-08-07,Invoice,SUD0128,1561.0,,False,,
124,Empty,1163807459035712084	,2020-08-07,Invoice,SUD0128,0.0,,False,,
125,Empty,1163808865763016379	,2020-08-06,Invoice,SUD0128,0.0,,False,,
126,Empty,1163814913921009147	,2020-08-07,Invoice,SUD0128,689.0,,False,,
127,Empty,1163831906658544191	,2020-08-07,Invoice,SUD0128,1258.0,,False,,
128,Empty,1163832000344710976	,2020-08-06,Invoice,SUD0128,484.5,,False,,
129,Empty,1163847105476185314	,2020-08-07,Invoice,SUD0128,709.5,,False,,
130,Empty,1163853571344750228	,2020-08-07,Invoice,SUD0128,163.66,,False,,
131,Empty,1163859617451981032	,2020-08-07,Invoice,SUD0128,1100.85,,False,,
132,Empty,1163866178176900178	,2020-08-07,Invoice,SUD0128,565.0,,False,,
133,PriceError,1163868163746992078	,2020-08-06,Invoice,SUD0127,569.0,,False,559.0,Counted Price
134,Empty,1163882019631633616	,2020-08-07,Invoice,SUD0128,1290.0,,False,,
135,Empty,1163899267783832424	,2020-08-06,Invoice,SUD0128,669.0,,False,,
136,Empty,1163900355671522866	,2020-08-06,Invoice,SUD0128,648.2,,False,,
137,Empty,1163902626200528285	,2020-08-07,Invoice,SUD0128,537.46,,False,,
138,Empty,1163921923941861739	,2020-08-07,Invoice,SUD0128,580.21,,False,,
139,Empty,1163928546448399736	,2020-08-06,Invoice,SUD0128,329.0,,False,,
140,Empty,1163929313602142142	,2020-08-06,Invoice,SUD0128,888.5,,False,,
141,Empty,1163931041697713056	,2020-08-07,Invoice,SUD0128,1009.58,,False,,
142,Empty,1163938243626490554	,2020-08-07,Invoice,SUD0128,157.64,,False,,
143,Empty,1163944737334329782	,2020-08-07,Invoice,SUD0128,129.0,,False,,
144,Empty,1163945953053685276	,2020-08-06,Invoice,SUD0128,699.0,,False,,
145,Empty,1163956322394040735	,2020-08-06,Invoice,SUD0128,779.0,,False,,
146,Empty,1163966625754551965	,2020-08-06,Invoice,SUD0128,680.1,,False,,
147,Empty,1163985569662098544	,2020-08-06,Invoice,SUD0128,1789.89,,False,,
148,Empty,1163991491404857111	,2020-08-07,Invoice,SUD0128,-0.0,,False,,
149,Empty,1164015394643745541	,2020-08-06,Invoice,SUD0128,565.0,,False,,
150,Empty,1164015841522677006	,2020-08-07,Invoice,SUD0128,536.28,,False,,
151,Empty,1164016899359918286	,2020-08-06,Invoice,SUD0128,858.72,,False,,
152,Empty,1164016899849255513	,2020-08-06,Invoice,SUD0128,159.5,,False,,
153,Empty,1164025664402752392	,2020-08-07,Invoice,SUD0128,719.0,,False,,
154,Empty,1164027777717971970	,2020-08-06,Invoice,SUD0128,653.1,,False,,
155,Empty,1164053505773013157	,2020-08-06,Invoice,SUD0128,154.5,,False,,
156,Empty,1164055809265404772	,2020-08-07,Invoice,SUD0128,0.0,,False,,
157,Empty,1164059874374978480	,2020-08-07,Invoice,SUD0128,162.09,,False,,
158,Empty,1164082787995352554	,2020-08-07,Invoice,SUD0128,-0.0,,False,,
159,Empty,1164116995674557745	,2020-08-06,Invoice,SUD0128,709.5,,False,,
160,Empty,1164121027439837669	,2020-08-06,Invoice,SUD0128,585.0,,False,,
161,Empty,1164122433663062182	,2020-08-14,Invoice,SUD0128,627.04,,False,,
162,Empty,1164124320364557119	,2020-08-07,Invoice,SUD0128,703.31,,False,,
163,Empty,1164128739971982059	,2020-08-07,Invoice,SUD0128,709.5,,False,,
164,Empty,1164130689934233728	,2020-08-06,Invoice,SUD0128,565.0,,False,,
165,Empty,1164132451559275176	,2020-08-06,Invoice,SUD0128,565.0,,False,,
166,Empty,1164158529706829921	,2020-08-06,Invoice,SUD0128,154.5,,False,,
167,Empty,1164165283031988313	,2020-08-07,Invoice,SUD0128,1264.5,,False,,
168,Empty,1164170433053547446	,2020-08-06,Invoice,SUD0128,662.84,,False,,
169,Empty,1164174435225675425	,2020-08-07,Invoice,SUD0128,585.0,,False,,
170,Empty,1164226817643777646	,2020-08-07,Invoice,SUD0128,709.5,,False,,
171,Empty,1164245603808755607	,2020-08-07,Invoice,SUD0128,709.5,,False,,
172,Empty,1164264099829654570	,2020-08-06,Invoice,SUD0128,587.76,,False,,
173,Empty,1164273026478422441	,2020-08-06,Invoice,SUD0128,1303.98,,False,,
174,Empty,1164292609662519642	,2020-08-07,Invoice,SUD0128,658.84,,False,,
175,Empty,1164306915854446252	,2020-08-06,Invoice,SUD0128,1380.0,,False,,
176,Empty,1164327843676714350	,2020-08-07,Invoice,SUD0128,300.61,,False,,
177,Empty,1164329794280079886	,2020-08-07,Invoice,SUD0128,709.5,,False,,
178,Empty,1164339137733428608	,2020-08-07,Invoice,SUD0128,669.0,,False,,
179,Empty,1164340771866377073	,2020-08-06,Invoice,SUD0128,0.0,,False,,
180,Empty,1164368803618421227	,2020-08-07,Invoice,SUD0128,269.49,,False,,
181,Empty,1164396290950227464	,2020-08-07,Invoice,SUD0128,669.0,,False,,
182,Empty,1164431840367446551	,2020-08-07,Invoice,SUD0128,709.5,,False,,
183,Empty,1164442051630187227	,2020-08-06,Invoice,SUD0128,484.5,,False,,
184,Empty,1164443650191698921	,2020-08-07,Invoice,SUD0128,833.5,,False,,
185,Empty,1164481889201136212	,2020-08-07,Invoice,SUD0128,704.21,,False,,
186,Empty,1164532224810151018	,2020-08-07,Invoice,SUD0128,-0.0,,False,,
187,Empty,1164536323316819571	,2020-08-06,Invoice,SUD0128,709.5,,False,,
188,Empty,1164570339788042552	,2020-08-06,Invoice,SUD0128,154.5,,False,,
189,Empty,1164595233231115518	,2020-08-06,Invoice,SUD0128,636.1,,False,,
190,Empty,1164633762151014940	,2020-08-06,Invoice,SUD0128,484.5,,False,,
191,Empty,1164651873429994647	,2020-08-07,Invoice,SUD0128,309.0,,False,,
192,Empty,1164695811667170852	,2020-08-06,Invoice,SUD0128,320.1,,False,,
193,Empty,1164744386907871019	,2020-08-07,Invoice,SUD0128,1046.83,,False,,
194,Empty,1164753057962453889	,2020-08-07,Invoice,SUD0128,0.0,,False,,
195,Empty,1164755297957558732	,2020-08-07,Invoice,SUD0128,310.0,,False,,
196,Empty,1164766018312645881	,2020-08-07,Invoice,SUD0128,164.0,,False,,
197,Empty,1164799971996970783	,2020-08-07,Invoice,SUD0128,137.66,,False,,
198,Empty,1164804289654609389	,2020-08-07,Invoice,SUD0128,634.62,,False,,
199,Empty,1164816064609579854	,2020-08-07,Invoice,SUD0128,309.0,,False,,
200,Empty,1164830241148618743	,2020-08-07,Invoice,SUD0128,0.0,,False,,
201,Empty,1164840418923778470	,2020-08-07,Invoice,SUD0128,484.5,,False,,
202,Empty,1164841280520786219	,2020-08-07,Invoice,SUD0128,141.41,,False,,
203,Empty,1164849666182365785	,2020-08-07,Invoice,SUD0128,309.0,,False,,
204,PriceError,1164874657942974737	,2020-08-07,Invoice,SUD0127,731.1,,False,411.25,Counted Price
205,Empty,1164879041788079886	,2020-08-07,Invoice,SUD0128,565.0,,False,,
206,Empty,1164889472544923106	,2020-08-07,Invoice,SUD0128,659.82,,False,,
207,Empty,1164900098471355174	,2020-08-07,Invoice,SUD0128,719.0,,False,,
208,Empty,1164928419003997468	,2020-08-07,Invoice,SUD0128,598.5,,False,,
209,Empty,1164948321861146586	,2020-08-07,Invoice,SUD0128,0.0,,False,,
210,Empty,1164950433879022407	,2020-08-07,Invoice,SUD0128,536.0,,False,,
211,Empty,1164976865734841579	,2020-08-07,Invoice,SUD0128,565.0,,False,,
212,Empty,1165074977089801378	,2020-08-07,Invoice,SUD0128,1071.0,,False,,
213,Empty,1165088418516106831	,2020-08-07,Invoice,SUD0128,709.5,,False,,
214,Empty,1165118400006930227	,2020-08-07,Invoice,SUD0128,709.5,,False,,
215,Empty,1165155776406625266	,2020-08-07,Invoice,SUD0128,359.0,,False,,
216,Empty,1165158336261044651	,2020-08-07,Invoice,SUD0128,699.92,,False,,
217,Empty,1165169312086390921	,2020-08-07,Invoice,SUD0128,310.0,,False,,
218,Empty,1165188160672741146	,2020-08-07,Invoice,SUD0128,154.5,,False,,
219,Empty,1165200451988990458	,2020-08-07,Invoice,SUD0128,137.72,,False,,
220,PriceError,1165335328213719508	,2020-08-08,Invoice,SUD0127,529.0,,False,529.19,Counted Price
221,Empty,1165339458493979879	,2020-08-07,Invoice,SUD0128,0.0,,False,,
222,Empty,1165343104341137938	,2020-08-07,Invoice,SUD0128,129.0,,False,,
223,Empty,1165350016296344190	,2020-08-07,Invoice,SUD0128,709.5,,False,,
224,Empty,1165360419012333420	,2020-08-07,Invoice,SUD0128,204.5,,False,,
225,Empty,1165368353510607061	,2020-08-07,Invoice,SUD0128,0.0,,False,,
226,Empty,1165415458779601283	,2020-08-07,Invoice,SUD0128,0.0,,False,,
227,Empty,1165451042983418440	,2020-08-07,Invoice,SUD0128,565.0,,False,,
228,Empty,1165453314626809865	,2020-08-07,Invoice,SUD0128,811.78,,False,,
229,Empty,1165456321019933088	,2020-08-07,Invoice,SUD0128,709.5,,False,,
230,Empty,1165464707342770266	,2020-08-14,Invoice,SUD0128,1222.09,,False,,
231,Empty,1165519202282523871	,2020-08-07,Invoice,SUD0128,329.0,,False,,
232,Empty,1165533473365338877	,2020-08-07,Invoice,SUD0128,709.5,,False,,
233,Empty,1165569281325465666	,2020-08-07,Invoice,SUD0128,709.5,,False,,
234,Empty,1165615746633925685	,2020-08-07,Invoice,SUD0128,0.0,,False,,
235,Empty,1165631776323785577	,2020-08-08,Invoice,SUD0128,555.0,,False,,
236,Empty,1165637794033753225	,2020-08-07,Invoice,SUD0128,709.5,,False,,
237,Empty,1165639489734589875	,2020-08-07,Invoice,SUD0128,680.1,,False,,
238,Empty,1165658945607587091	,2020-08-07,Invoice,SUD0128,140.05,,False,,
239,Empty,1165672099115335963	,2020-08-07,Invoice,SUD0128,709.5,,False,,
240,Empty,1165698595573837887	,2020-08-09,Invoice,SUD0128,565.0,,False,,
241,Empty,1165737251171094447	,2020-08-07,Invoice,SUD0128,174.5,,False,,
242,Empty,1165787073107264347	,2020-08-07,Invoice,SUD0128,161.51,,False,,
243,Empty,1165802785878866390	,2020-08-07,Invoice,SUD0128,536.0,,False,,
244,Empty,1165812418130191284	,2020-08-07,Invoice,SUD0128,115.0,,False,,
245,Empty,1165837347669721370	,2020-08-07,Invoice,SUD0128,1734.84,,False,,
246,Empty,1165848417678641516	,2020-08-07,Invoice,SUD0128,789.0,,False,,
247,Empty,1165867136369298442	,2020-08-08,Invoice,SUD0128,299.0,,False,,
248,Empty,1165868866616850972	,2020-08-07,Invoice,SUD0128,319.0,,False,,
249,Empty,1165874883771536981	,2020-08-07,Invoice,SUD0128,309.0,,False,,
250,Empty,1165915970075042488	,2020-08-07,Invoice,SUD0128,644.5,,False,,
251,Empty,1165918562931569111	,2020-08-07,Invoice,SUD0128,749.27,,False,,
252,Empty,1165922401069652452	,2020-08-07,Invoice,SUD0128,165.0,,False,,
253,Empty,1165942083686255759	,2020-08-07,Invoice,SUD0128,0.0,,False,,
254,Empty,1165957539195998811	,2020-08-07,Invoice,SUD0128,290.06,,False,,
255,Empty,1165960193075776714	,2020-08-07,Invoice,SUD0128,1751.0,,False,,
256,Empty,1165973122658771563	,2020-08-07,Invoice,SUD0128,716.66,,False,,
257,Empty,1166057827464312087	,2020-08-07,Invoice,SUD0128,271.0,,False,,
258,Empty,1166058432800957412	,2020-08-08,Invoice,SUD0128,1741.0,,False,,
259,Empty,1166073155890619263	,2020-08-07,Invoice,SUD0128,360.0,,False,,
260,Empty,1166079970268119749	,2020-08-08,Invoice,SUD0128,0.0,,False,,
261,Empty,1166095777085778617	,2020-08-08,Invoice,SUD0128,259.0,,False,,
262,Empty,1166110081333992825	,2020-08-08,Invoice,SUD0128,718.36,,False,,
263,Empty,1166121728269257228	,2020-08-08,Invoice,SUD0128,699.5,,False,,
264,Empty,1166133123048179813	,2020-08-07,Invoice,SUD0128,0.0,,False,,
265,Empty,1166227650359150049	,2020-08-08,Invoice,SUD0128,1054.5,,False,,
266,Empty,1166257763116308086	,2020-08-07,Invoice,SUD0128,710.55,,False,,
267,Empty,1166278147697413641	,2020-08-07,Invoice,SUD0128,981.0,,False,,
268,Empty,1166299491177246939	,2020-08-08,Invoice,SUD0128,653.77,,False,,
269,Empty,1166331971518722112	,2020-08-08,Invoice,SUD0128,875.1,,False,,
270,Empty,1166338499768386263	,2020-08-08,Invoice,SUD0128,565.0,,False,,
271,Empty,1166366626221790643	,2020-08-08,Invoice,SUD0128,699.5,,False,,
272,Empty,1166416001505413591	,2020-08-08,Invoice,SUD0128,719.0,,False,,
273,Empty,1166495266592893764	,2020-08-08,Invoice,SUD0128,979.0,,False,,
274,Empty,1166674019120784481	,2020-08-08,Invoice,SUD0128,692.0,,False,,
275,Empty,1166699584568291744	,2020-08-08,Invoice,SUD0128,0.0,,False,,
276,Empty,1166703201677234747	,2020-08-08,Invoice,SUD0128,309.0,,False,,
277,Empty,1166712864240089150	,2020-08-08,Invoice,SUD0128,484.5,,False,,
278,Empty,1166763043026455192	,2020-08-08,Invoice,SUD0127,0.0,,False,,
279,Empty,1166768225354919379	,2020-08-08,Invoice,SUD0128,685.1,,False,,
280,Empty,1166798339425127777	,2020-08-08,Invoice,SUD0128,1550.0,,False,,
281,Empty,1166818882375512977	,2020-08-08,Invoice,SUD0128,929.88,,False,,
282,Empty,1166829283348139227	,2020-08-08,Invoice,SUD0128,679.0,,False,,
283,Empty,1166848323654720771	,2020-08-08,Invoice,SUD0128,689.0,,False,,
284,Empty,1166881698280706326	,2020-08-08,Invoice,SUD0128,779.0,,False,,
285,Empty,1166900418613255155	,2020-08-08,Invoice,SUD0128,256.86,,False,,
286,Empty,1166923106354384063	,2020-08-08,Invoice,SUD0128,971.0,,False,,
287,Empty,1166954560275974717	,2020-08-08,Invoice,SUD0128,233.1,,False,,
288,Empty,1166989600534447728	,2020-08-08,Invoice,SUD0128,697.88,,False,,
289,PriceError,1167086113020974737	,2020-08-08,Invoice,SUD0127,585.1,,False,858.39,Counted Price
290,Empty,1167256867701990025	,2020-08-08,Invoice,SUD0128,689.0,,False,,
291,Empty,1167280130374006076	,2020-08-08,Invoice,SUD0128,474.5,,False,,
292,Empty,1167291843992666847	,2020-08-08,Invoice,SUD0128,709.5,,False,,
293,Empty,1167357667606900572	,2020-08-08,Invoice,SUD0128,742.86,,False,,
294,Empty,1167367968049024736	,2020-08-08,Invoice,SUD0128,0.0,,False,,
295,Empty,1167433825794611819	,2020-08-08,Invoice,SUD0128,0.0,,False,,
296,Empty,1167455072321062361	,2020-08-08,Invoice,SUD0128,0.0,,False,,
297,Empty,1167466945697068237	,2020-08-08,Invoice,SUD0128,643.1,,False,,
298,Empty,1167489505561281064	,2020-08-08,Invoice,SUD0128,164.5,,False,,
299,Empty,1167515971510975784	,2020-08-08,Invoice,SUD0128,0.0,,False,,
300,Empty,1167526466529745372	,2020-08-09,Invoice,SUD0128,340.97,,False,,
301,Empty,1167529729577102651	,2020-08-08,Invoice,SUD0128,484.5,,False,,
302,Empty,1167575040872683730	,2020-08-09,Invoice,SUD0128,-0.0,,False,,
303,Empty,1167610464460833491	,2020-08-08,Invoice,SUD0128,699.5,,False,,
304,Empty,1167641506700472549	,2020-08-08,Invoice,SUD0128,471.97,,False,,
305,Empty,1167699521341171873	,2020-08-08,Invoice,SUD0128,699.5,,False,,
306,Empty,1167704835601121492	,2020-08-08,Invoice,SUD0128,644.5,,False,,
307,Empty,1167713568521706793	,2020-08-08,Invoice,SUD0128,739.1,,False,,
308,Empty,1167717376485706793	,2020-08-08,Invoice,SUD0128,556.1,,False,,
309,Empty,1167720097415055665	,2020-08-08,Invoice,SUD0128,179.91,,False,,
310,Empty,1167762787449363026	,2020-08-08,Invoice,SUD0128,0.0,,False,,
311,Empty,1167771265638856761	,2020-08-09,Invoice,SUD0128,699.5,,False,,
312,Empty,1167785410164939936	,2020-08-08,Invoice,SUD0128,0.0,,False,,
313,Empty,1167792259692267106	,2020-08-08,Invoice,SUD0128,699.5,,False,,
314,Empty,1167794848556119749	,2020-08-08,Invoice,SUD0128,0.0,,False,,
315,Empty,1167799715223100552	,2020-08-08,Invoice,SUD0128,0.0,,False,,
316,Empty,1167808642517226624	,2020-08-09,Invoice,SUD0128,474.5,,False,,
317,Empty,1167818048007384523	,2020-08-08,Invoice,SUD0128,633.47,,False,,
318,Empty,1167829792598709491	,2020-08-08,Invoice,SUD0128,779.0,,False,,
319,Empty,1167840384278709491	,2020-08-08,Invoice,SUD0128,0.0,,False,,
320,Empty,1167845121147212892	,2020-08-08,Invoice,SUD0128,1045.0,,False,,
321,Empty,1167846593641875575	,2020-08-08,Invoice,SUD0128,643.78,,False,,
322,Empty,1167883008804595843	,2020-08-09,Invoice,SUD0128,131.68,,False,,
323,Empty,1167911553730074284	,2020-08-08,Invoice,SUD0128,939.0,,False,,
324,Empty,1167932960805642643	,2020-08-09,Invoice,SUD0128,532.18,,False,,
325,Empty,1168053761384380938	,2020-08-08,Invoice,SUD0128,778.0,,False,,
326,Empty,1168058978661139190	,2020-08-08,Invoice,SUD0128,555.0,,False,,
